ID,Credit_Score
0x13ad0,Poor
0xe1bb,Poor
0xe9c1,Good
0x2986,Poor
0x9a2b,Standard
0x2390e,Good
0x2ed5,Standard
0x3d15,Good
0xa182,Poor
0x99d5,Poor
0x3b76,Good
0x14090,Standard
0x21463,Good
0x12a41,Standard
0x22edf,Standard
0x11f77,Poor
0x1fe48,Poor
0x25aaa,Poor
0x1d45a,Poor
0x2266e,Standard
0x1c5b1,Good
0x35aa,Standard
0xfc77,Standard
0x114a5,Standard
0x1c67a,Poor
0xc683,Standard
0x1b3a3,Poor
0x23198,Standard
0x126fb,Standard
0x197ac,Good
0x11146,Standard
0x14032,Good
0x1db7c,Poor
0x1c6e0,Poor
0x42bd,Standard
0x1056c,Standard
0x20bf8,Good
0x17094,Standard
0x220c5,Standard
0x9f9a,Standard
0x1218a,Standard
0x1d15f,Standard
0x11987,Standard
0x247f6,Poor
0x2f6e,Standard
0x9522,Poor
0xdfc5,Standard
0x67da,Standard
0x1e608,Poor
0x10fd3,Poor
0x21a4e,Poor
0xcf98,Poor
0x1801,Standard
0xae17,Poor
0x33c8,Good
0x3ead,Standard
0xe995,Good
0x1df3d,Good
0x14744,Good
0xe898,Standard
0x230cb,Poor
0xefa6,Standard
0x6f2f,Good
0x9cd2,Standard
0x7476,Standard
0x161d9,Standard
0xf1a3,Standard
0x6b02,Poor
0xc021,Poor
0xb625,Good
0xbbd0,Standard
0x17e3f,Standard
0x11c84,Poor
0x25c99,Standard
0x1f735,Standard
0x17abd,Good
0x3ff8,Standard
0x4d6d,Standard
0x12f6b,Poor
0x1c94b,Good
0x22c98,Poor
0xad8e,Good
0xb061,Standard
0xf33b,Standard
0x3ecd,Good
0x1982e,Standard
0x23e62,Standard
0xd389,Standard
0x123bd,Standard
0x12415,Poor
0x1eae0,Poor
0x90f0,Standard
0x5a12,Poor
0x9134,Poor
0xeade,Poor
0x1b92c,Standard
0x14eae,Standard
0x101b2,Standard
0x23746,Poor
0x10ff3,Good
0x1c111,Good
0x230a6,Poor
0x701b,Good
0x103b7,Poor
0xf65a,Standard
0x21968,Poor
0x1d033,Standard
0x1e825,Poor
0x121d1,Poor
0x186bf,Poor
0xe484,Standard
0x1b6de,Good
0x621a,Standard
0x17cdd,Standard
0x3fb2,Standard
0x1570e,Poor
0x1bca2,Poor
0x16eb2,Standard
0x6488,Poor
0x23137,Good
0x1ebe4,Standard
0x5fc1,Standard
0xe610,Standard
0x37bc,Poor
0x170f1,Poor
0x21555,Good
0x154bb,Poor
0x1a8d4,Standard
0xb040,Poor
0x1a268,Standard
0x2012e,Standard
0x5b05,Good
0x21a4a,Poor
0x311d,Standard
0x22e48,Standard
0xe9ab,Standard
0xc8ee,Standard
0xb388,Standard
0x9d5b,Standard
0x1d1b0,Standard
0x20fc0,Poor
0x8ba1,Standard
0xb2f3,Standard
0x3dac,Poor
0xe58a,Poor
0x205ba,Standard
0xdebe,Poor
0x88f8,Poor
0x24ab8,Poor
0x1a335,Poor
0xa01c,Standard
0xbf9c,Good
0x1bbd7,Standard
0x41cc,Standard
0x1310e,Standard
0x18d40,Poor
0x13753,Poor
0x1a4a3,Poor
0x1e6d7,Standard
0x1cb69,Poor
0x4375,Poor
0xae3a,Standard
0x25f37,Good
0x1aa0a,Poor
0x20b64,Good
0x1682e,Standard
0x147f0,Good
0xe8ad,Standard
0x19f15,Standard
0x542f,Good
0xe8d0,Standard
0x3d95,Standard
0x1a2c6,Poor
0x254e,Standard
0xd2b0,Standard
0x2f9c,Standard
0x1cd47,Poor
0xaed6,Standard
0x1412c,Standard
0x24bf,Poor
0x27c6,Standard
0x2576a,Standard
0x20e5d,Standard
0x15ceb,Standard
0x24180,Standard
0x140dc,Good
0x1e103,Standard
0x1105f,Standard
0x5f76,Standard
0xeb1f,Good
0x197ca,Standard
0xbabd,Poor
0x1f762,Standard
0x17784,Standard
0x188d0,Good
0x1c404,Standard
0xd119,Standard
0x223aa,Standard
0x100ba,Standard
0xaed4,Poor
0x1a63c,Standard
0x9f98,Standard
0x18586,Good
0x2012c,Good
0x1d813,Standard
0x1251a,Standard
0x20293,Standard
0x2532,Standard
0x1f718,Poor
0x17ec6,Standard
0x97d4,Poor
0x1f66,Poor
0x168e5,Good
0x224e3,Standard
0x15203,Standard
0x210a7,Poor
0x83b4,Poor
0x13944,Standard
0xea8e,Good
0x233a7,Standard
0xb1d3,Poor
0x24497,Poor
0x19897,Standard
0x1a7e4,Standard
0x1e106,Good
0x1bf5a,Standard
0x1dbba,Poor
0x1d87e,Poor
0x24c3b,Poor
0x2409b,Poor
0x1ca0b,Standard
0x23880,Standard
0x2515e,Poor
0x5714,Standard
0xf02e,Poor
0xe27d,Good
0xe580,Poor
0x17850,Poor
0x3bcc,Poor
0x1f806,Good
0x20ad,Poor
0x1e0f7,Standard
0x18c0c,Standard
0x24503,Poor
0x8154,Poor
0x234ae,Standard
0x4fc9,Poor
0x1f89d,Good
0x13598,Standard
0x8fda,Poor
0x21d81,Standard
0x21bc4,Good
0xdfc4,Standard
0x23a21,Good
0xef1c,Standard
0x17684,Standard
0x9e95,Good
0x17f40,Standard
0x1cf11,Poor
0xd3fe,Standard
0x4e6c,Standard
0x20ce3,Standard
0x7ab3,Standard
0x1f2a5,Standard
0x10bcb,Poor
0x15530,Good
0x1d294,Standard
0xf6bf,Standard
0x15ba1,Poor
0x201bb,Poor
0x6b46,Good
0x6b7d,Poor
0x25f6e,Poor
0x4771,Standard
0x1506d,Good
0x18d51,Standard
0x18ebe,Standard
0x15d7d,Standard
0x1591e,Poor
0x9860,Standard
0xdf5c,Poor
0x6376,Standard
0x14783,Good
0x14e2c,Standard
0x22db3,Standard
0x13d47,Standard
0x1daca,Poor
0xce31,Standard
0x10608,Standard
0x88f7,Standard
0x2231c,Standard
0x20e12,Good
0x1b5db,Good
0x452c,Standard
0x9713,Standard
0x1d010,Standard
0x2079d,Standard
0x1efd2,Standard
0x1bdd3,Poor
0x1d35f,Good
0x1ea72,Poor
0x24f48,Good
0x1a207,Standard
0xe708,Standard
0x133e6,Standard
0x1934,Poor
0x1dca9,Standard
0x24e30,Standard
0x244bb,Poor
0x1fb96,Good
0x56cc,Standard
0xdcb1,Standard
0x106b9,Good
0x199d1,Poor
0xb8a4,Standard
0x6c00,Standard
0x82d3,Good
0x3ada,Standard
0x22fc2,Standard
0x1f20a,Standard
0x246c0,Standard
0x5b67,Standard
0x21ade,Poor
0x1e08c,Poor
0x131a0,Standard
0xb37d,Standard
0xf202,Standard
0xc142,Poor
0x16842,Standard
0x3246,Good
0xb445,Standard
0x24d44,Good
0xfcd3,Good
0x1b3b0,Poor
0x110aa,Standard
0x25640,Standard
0x76c3,Poor
0x19fc2,Poor
0x154ed,Standard
0x2309e,Poor
0x24022,Good
0xe241,Standard
0x222a9,Standard
0xd673,Poor
0xae1f,Poor
0x1754f,Standard
0x10a41,Standard
0x6b30,Poor
0x8e15,Standard
0x91a4,Standard
0xcefa,Standard
0x18909,Good
0x11c59,Standard
0x9067,Standard
0x17f0f,Poor
0x61e9,Standard
0x22611,Good
0x1bbee,Standard
0x1f956,Good
0x1d9e2,Standard
0x65cf,Standard
0x1d318,Standard
0x5c25,Good
0x85f7,Good
0x1b6eb,Poor
0xf7a3,Poor
0x171f6,Poor
0x11cb6,Standard
0x4c6f,Standard
0x4800,Poor
0xe3a8,Poor
0x13eea,Good
0x11cb9,Standard
0x2012b,Standard
0x3d2a,Poor
0x20274,Standard
0x7e23,Standard
0xb88d,Standard
0x191d6,Good
0x22a5e,Standard
0x1511b,Poor
0x16583,Good
0x167c1,Standard
0xfaf8,Good
0x93ea,Good
0x1aeaf,Good
0x1d5b9,Poor
0x1ec21,Standard
0x118e7,Standard
0x1e3df,Standard
0x1b948,Standard
0x204e2,Standard
0x825d,Poor
0x2292d,Poor
0x21cfc,Standard
0x21bf5,Good
0xd149,Poor
0x1fcc5,Standard
0x86d1,Standard
0x253e6,Standard
0x333c,Standard
0x1151e,Standard
0x4cc5,Poor
0xf135,Standard
0xd2c9,Standard
0x18b1,Good
0x17f8f,Standard
0xe53f,Poor
0xa62b,Standard
0x17392,Standard
0x43cf,Poor
0x245b7,Poor
0x21f69,Standard
0xcdff,Poor
0x25418,Standard
0x7d77,Poor
0xe90a,Poor
0xda0b,Poor
0x18674,Standard
0x3775,Good
0x2252d,Good
0x22aef,Standard
0x21ba7,Good
0x1f40b,Standard
0xe3fa,Good
0xa905,Poor
0x9efe,Standard
0x7a11,Standard
0x22f05,Poor
0x1cd10,Poor
0x14e1e,Standard
0x2f0d,Standard
0x12156,Standard
0x12196,Poor
0xd30e,Poor
0x214de,Good
0x9c49,Good
0x8a08,Standard
0x13edf,Good
0xaecd,Standard
0xd155,Poor
0x210ea,Standard
0x4111,Standard
0x1bb83,Poor
0x1904e,Standard
0x1819,Good
0xa9f7,Standard
0x1c88e,Standard
0x1aa84,Poor
0xcc48,Standard
0x6014,Standard
0x21ef,Poor
0x6b1d,Standard
0xff24,Standard
0x1df10,Poor
0xe8d2,Standard
0x24e29,Good
0x177bb,Poor
0x1acf0,Good
0x18f2a,Poor
0x2004c,Standard
0x9ddf,Poor
0x13a90,Standard
0xcb00,Good
0xe7af,Standard
0x1420e,Poor
0x1f58a,Standard
0x503b,Good
0xefce,Standard
0x19362,Standard
0x19f41,Standard
0xb1c6,Standard
0x2500f,Standard
0x7a95,Good
0x1e66d,Poor
0x170b9,Standard
0x2298,Standard
0x5af6,Standard
0x6af3,Standard
0x734d,Standard
0xd37b,Standard
0x48c7,Standard
0x12ea8,Standard
0x11046,Good
0xb087,Standard
0x11805,Good
0x24d72,Standard
0xe520,Standard
0x1a68e,Good
0x24822,Standard
0x16aee,Poor
0x16ac3,Poor
0x106cf,Standard
0xe75f,Standard
0x3e61,Standard
0x18559,Standard
0x101f3,Poor
0x19487,Standard
0x495b,Standard
0xf1f2,Standard
0xccf8,Good
0x18699,Poor
0x22752,Standard
0x93e4,Standard
0x12f8b,Standard
0x1d93b,Standard
0xfd14,Standard
0x21a12,Standard
0x9bb9,Standard
0x176ab,Standard
0x16e66,Good
0x67f2,Poor
0x24efb,Standard
0x19e3d,Standard
0xfc1f,Standard
0x1c07a,Poor
0x4ae4,Standard
0x376e,Poor
0x57ba,Good
0x7aa0,Standard
0xd128,Standard
0x17602,Poor
0x6d12,Good
0x169fe,Poor
0x122d0,Good
0x223c3,Standard
0x151c3,Standard
0x1c671,Standard
0x29bf,Standard
0x246f6,Poor
0x9854,Standard
0x1d56f,Standard
0x16dc4,Standard
0x11803,Standard
0xfd4f,Standard
0x21b2,Poor
0x5978,Good
0x24fea,Standard
0x1edc7,Standard
0x13c0f,Poor
0x1aeb1,Poor
0x4efa,Standard
0x465d,Standard
0x20b11,Standard
0xae83,Good
0x5419,Standard
0x1de26,Poor
0xcf50,Standard
0x1e35a,Standard
0x1c8a2,Standard
0x1d67a,Good
0x14b0e,Poor
0x1d19c,Standard
0x20586,Standard
0x24fb0,Poor
0x1f728,Poor
0x6339,Good
0x1f596,Poor
0x6157,Good
0x17c17,Standard
0x14bec,Standard
0x21db1,Standard
0x4a11,Standard
0x689c,Standard
0x1608,Poor
0x364e,Standard
0x25c35,Standard
0x20086,Standard
0x2d61,Poor
0x8900,Good
0x11e89,Standard
0x6e16,Poor
0x7328,Good
0x2031c,Standard
0x186a9,Standard
0x16d4c,Standard
0x83be,Poor
0xab9c,Standard
0x16178,Standard
0x22997,Standard
0x406e,Standard
0x18d68,Poor
0xf5ad,Standard
0x180d5,Poor
0x21d4a,Poor
0x16cf4,Standard
0x3e76,Poor
0x2546d,Standard
0x1fa5,Standard
0x23c59,Good
0x9321,Standard
0x236e2,Poor
0x13dfb,Standard
0x203e8,Standard
0x1c034,Poor
0xbd85,Standard
0xb691,Standard
0xef70,Standard
0x1eb8f,Standard
0x23438,Standard
0x8fe2,Standard
0x8960,Poor
0x173fb,Poor
0x19457,Poor
0x4a00,Standard
0x11b56,Poor
0x25634,Standard
0x14370,Good
0xa615,Standard
0xd73a,Good
0xd070,Good
0xa267,Poor
0xd09e,Poor
0xfbc3,Good
0x64e7,Standard
0x129ca,Poor
0x166d5,Standard
0x25464,Poor
0x23ab2,Good
0x12511,Poor
0x1356c,Good
0x24cae,Standard
0x13c81,Standard
0x11769,Standard
0x2060f,Poor
0xa699,Standard
0x25b8d,Good
0xdc13,Standard
0x1b86a,Good
0x2568d,Standard
0x11c5e,Poor
0x1a1a4,Standard
0x7612,Standard
0xc500,Poor
0xf810,Poor
0x1a8bd,Standard
0x659c,Good
0x24475,Poor
0x1ac78,Standard
0x1d324,Poor
0x1d597,Standard
0xacf4,Good
0x5d8d,Poor
0x2281,Poor
0x1b3a2,Standard
0x514f,Poor
0x2087c,Poor
0xc53f,Standard
0x172ea,Standard
0x2038e,Good
0x4548,Standard
0x1fb8d,Poor
0x7342,Standard
0xf390,Standard
0x136dc,Standard
0x166b1,Good
0x14ba1,Good
0xdc62,Poor
0x17689,Good
0x1d003,Poor
0x24b86,Standard
0x1cd0f,Poor
0x16523,Poor
0x1d482,Standard
0xd4b7,Good
0x1793b,Poor
0x12667,Good
0x9732,Standard
0x59db,Poor
0xcd0f,Standard
0x196a3,Standard
0xf3c7,Standard
0xb717,Standard
0x20b96,Good
0xbe05,Poor
0xd4cb,Poor
0x7ad8,Standard
0x20ab3,Good
0x98ca,Poor
0x20413,Standard
0x16386,Poor
0x204de,Standard
0x54b4,Good
0x7386,Standard
0x192d,Standard
0x1e594,Standard
0x7bb0,Standard
0xe21c,Poor
0x16aef,Good
0x4a53,Good
0x16a4d,Standard
0x1a0b7,Standard
0x140cb,Good
0x1fc43,Standard
0x889e,Standard
0xb30f,Poor
0x1f3f7,Standard
0x13b82,Standard
0x1f9ae,Standard
0x1d8d1,Good
0x19214,Poor
0x51be,Poor
0x8d5b,Standard
0x1d46,Poor
0x110ee,Good
0x1d27f,Standard
0x2313d,Good
0x1e5e3,Standard
0x57e5,Standard
0x1e50,Poor
0x1f4ef,Good
0xb536,Poor
0xe0c4,Standard
0x1e72d,Standard
0xf938,Standard
0xc8fb,Poor
0x1b74b,Standard
0xdf65,Standard
0x1a0f0,Standard
0x173e3,Standard
0xfdf2,Standard
0xccd5,Good
0x1e7ff,Standard
0x2f1a,Standard
0x13c8c,Good
0x3c68,Good
0x1fe98,Standard
0x23543,Standard
0x21f54,Good
0x69c8,Standard
0x198f9,Standard
0x17f95,Standard
0x11b13,Standard
0x1db7a,Poor
0x151c5,Good
0x21e9c,Good
0xcf37,Poor
0x720c,Standard
0x228a7,Poor
0x23409,Standard
0x14c16,Standard
0x4c03,Standard
0xd512,Standard
0x13f9e,Poor
0x1e037,Standard
0xd88e,Standard
0x360c,Standard
0x200d6,Standard
0x13638,Standard
0x1b79,Standard
0x23869,Standard
0x18947,Poor
0x1f6bb,Standard
0xdb78,Standard
0x9c7f,Poor
0x7e08,Standard
0x20e68,Poor
0xa31e,Standard
0x1730b,Standard
0x18bd9,Standard
0x1a49a,Good
0xca34,Poor
0x1a0d,Standard
0xa851,Good
0x9cd4,Standard
0x4913,Standard
0x5b15,Good
0xb5cf,Poor
0x1c2a9,Good
0x9f44,Standard
0x1b230,Standard
0x1fb7e,Poor
0x10ced,Good
0x24799,Standard
0xd681,Good
0x2483,Standard
0x25246,Standard
0x12baa,Standard
0x434a,Standard
0x1679e,Good
0x23c16,Standard
0x11982,Poor
0x1004a,Standard
0x1a725,Standard
0x3318,Poor
0xb4bb,Standard
0x16884,Standard
0x18464,Standard
0x221ab,Standard
0xf20f,Poor
0x20603,Standard
0x21889,Good
0x3bc2,Poor
0x1d1f8,Standard
0x1c760,Standard
0x24ab9,Good
0x14671,Good
0xda64,Standard
0xabd7,Standard
0x9076,Standard
0x16ee4,Standard
0x25bc6,Standard
0x1b69c,Poor
0x11e41,Standard
0xa10f,Standard
0x18554,Poor
0x14f11,Poor
0x3fa8,Poor
0xe30a,Standard
0x529e,Poor
0x17499,Good
0x24f15,Poor
0x8d48,Poor
0x22e24,Standard
0x7187,Standard
0x16bb0,Standard
0x9330,Good
0x7f0f,Standard
0x15576,Good
0x197f3,Standard
0x15a62,Standard
0xb8b7,Standard
0x5545,Good
0x24ff1,Poor
0x3a4d,Poor
0x203ad,Poor
0xafe8,Standard
0xe69f,Poor
0x2352d,Poor
0x15b48,Poor
0xf85f,Standard
0x1bf55,Standard
0x13266,Standard
0x1162f,Standard
0xec60,Standard
0x10434,Poor
0x1d70c,Standard
0x6d40,Standard
0x12109,Poor
0x3db0,Standard
0x25d2e,Good
0x21983,Poor
0x4313,Standard
0x12077,Poor
0x1f807,Standard
0x23322,Standard
0x13de5,Poor
0x7579,Standard
0x186c1,Standard
0x18293,Standard
0x9e1b,Standard
0x8604,Standard
0x23078,Standard
0x136bb,Poor
0xdea5,Standard
0x8ea0,Standard
0x7a1c,Standard
0xc27c,Standard
0x12dbc,Good
0x2216e,Standard
0x1447e,Poor
0xe6c0,Standard
0x18a45,Good
0x9289,Standard
0x1cff6,Standard
0x199fe,Standard
0x12b18,Poor
0x152e5,Good
0x1e71a,Poor
0x1592b,Standard
0x50dc,Standard
0x18440,Standard
0x23415,Standard
0xdb67,Standard
0xead5,Poor
0x22536,Standard
0x2f63,Standard
0x185f,Standard
0x1fac0,Poor
0x6c1e,Standard
0x102f0,Standard
0xf66d,Standard
0x208f6,Standard
0x1fb37,Standard
0x1192f,Standard
0x1800c,Standard
0x21c8,Standard
0x1b48d,Poor
0x1961e,Poor
0xf4c4,Standard
0x2398e,Poor
0x257d0,Standard
0x20a17,Poor
0x25a4b,Standard
0x693d,Standard
0x13867,Standard
0x24862,Good
0x11b86,Standard
0x113e9,Poor
0x1d094,Standard
0x7860,Standard
0x15ef0,Good
0x16b4f,Standard
0x153d5,Poor
0x25465,Standard
0x23abf,Poor
0x1d7c8,Standard
0x1122a,Standard
0x9aa3,Good
0x230ac,Standard
0xbb94,Poor
0x18144,Poor
0x593f,Poor
0x55ac,Standard
0x11c5f,Standard
0x21eff,Standard
0x1c42,Standard
0x4484,Standard
0x314a,Standard
0xa9b1,Standard
0x1d9e8,Good
0x16476,Standard
0xe99f,Standard
0x24000,Poor
0x16746,Standard
0x24e6f,Poor
0x15096,Good
0x15201,Good
0x5503,Standard
0x24f21,Poor
0x153f8,Good
0xd42f,Standard
0xfc2b,Standard
0x1d8e7,Standard
0x124df,Poor
0x1d9cd,Poor
0xe3e9,Standard
0x15a50,Standard
0x174ca,Standard
0xe0a0,Good
0x16fdf,Good
0x34c3,Poor
0x1376b,Standard
0x16116,Standard
0x2083,Standard
0x124f2,Poor
0x1c212,Good
0x10eb0,Standard
0x25338,Standard
0x1639f,Standard
0xa217,Poor
0x20e1b,Good
0x1b0a3,Standard
0x1a149,Standard
0x24916,Standard
0x1151f,Poor
0xbc82,Standard
0xa543,Standard
0x9bff,Standard
0x1b943,Standard
0x17fdd,Good
0xe58c,Standard
0x1f41d,Good
0x1981f,Good
0x7b37,Good
0x25b50,Poor
0x1f051,Standard
0x24277,Standard
0x23f48,Standard
0x1a976,Standard
0x21163,Standard
0xf6a3,Poor
0x16fc4,Standard
0x6d8b,Poor
0x166f6,Poor
0x16193,Standard
0x17622,Standard
0x296d,Standard
0x1be92,Good
0xbe4a,Poor
0x31ed,Standard
0xb5b1,Standard
0x241e1,Standard
0x641b,Standard
0x37ac,Standard
0x5280,Standard
0x235b8,Standard
0x18864,Poor
0x3729,Poor
0x33d9,Standard
0x22191,Standard
0x16597,Standard
0x1f950,Standard
0x12c47,Standard
0xb90f,Poor
0x8fbe,Standard
0x5c3d,Standard
0x1974c,Poor
0x1c1f0,Poor
0x8353,Standard
0xd76f,Standard
0x617e,Poor
0x25fd3,Standard
0x1566c,Poor
0x22e37,Good
0xefac,Poor
0x1f656,Poor
0x41a6,Standard
0xf80e,Standard
0x127eb,Poor
0x12708,Standard
0x1efc6,Poor
0x6c49,Standard
0x1ed06,Standard
0x37f5,Standard
0x1c1e5,Good
0x1b8b7,Poor
0x22e5d,Standard
0xcfb4,Poor
0x2168c,Standard
0x3205,Standard
0x1eee5,Good
0x7621,Good
0x2799,Standard
0x35e7,Standard
0x2510b,Poor
0x19e8f,Standard
0x151ce,Poor
0x23c3f,Standard
0x3d36,Standard
0x146cf,Standard
0x20dcb,Poor
0x10297,Standard
0x1fdb6,Poor
0x1b44,Poor
0x23aba,Poor
0x16506,Standard
0x13eb0,Good
0x4fc2,Standard
0x9030,Standard
0x1a887,Standard
0x6fb4,Good
0x1985b,Standard
0x3772,Standard
0xe8f6,Standard
0x23871,Good
0x21ed7,Poor
0x16ad9,Good
0x1c794,Standard
0x1b342,Standard
0x22542,Good
0x22771,Standard
0x238df,Good
0x1dbaf,Good
0x13200,Standard
0x137d0,Standard
0x107fd,Standard
0x20e4e,Good
0x1a3f,Good
0x1dc3e,Poor
0x9985,Poor
0x459d,Poor
0xf44b,Good
0x1c13d,Good
0x20e21,Standard
0x2201a,Standard
0xb414,Standard
0xb39d,Standard
0xbd17,Standard
0x17843,Good
0x8595,Poor
0x7e78,Standard
0xc463,Standard
0x3a72,Standard
0xf721,Standard
0xa014,Standard
0x219df,Standard
0x24307,Good
0x18e9a,Standard
0x23ec9,Poor
0x4d03,Standard
0x173e6,Poor
0xb694,Standard
0x1344b,Standard
0x13851,Poor
0x20e27,Poor
0x13103,Standard
0x15706,Poor
0x11821,Standard
0x1f83d,Poor
0x1c3d1,Poor
0x118e6,Standard
0x2588a,Good
0x494e,Standard
0xbbf4,Standard
0xed61,Good
0x17857,Good
0x51a3,Standard
0x6a4e,Standard
0x1b36b,Standard
0x21ed9,Poor
0xb16b,Standard
0x3bf2,Standard
0x20bf2,Poor
0x1fe79,Standard
0x21764,Standard
0x165ae,Poor
0x8751,Standard
0x24cd6,Standard
0x5322,Good
0x183e3,Standard
0x16704,Poor
0xf90a,Good
0x24efa,Poor
0x77e3,Standard
0x239e7,Standard
0x13980,Standard
0x18000,Standard
0x52a3,Standard
0x90ca,Standard
0x2003e,Standard
0x11cf1,Standard
0x9baa,Poor
0x2414d,Standard
0x1c54f,Good
0x13c70,Standard
0x8954,Poor
0x13e25,Standard
0x1e0fa,Standard
0x18b28,Good
0x9a35,Standard
0x1e7e0,Standard
0x24a0f,Standard
0xf608,Good
0x60ea,Standard
0x9f99,Poor
0x1b90c,Good
0xcc47,Standard
0x98ab,Poor
0x100a0,Poor
0xdb2c,Standard
0xa1c0,Good
